id,name,shortName,abbreviation,teamType,location,website,parentLeague,establishedDate,disbandedDate,genus,domain
"9006","Devil Dollies","","","Home Team","","http://www.qcrg.net/people/devil-dollies/","3641","","","Womens","USA"
"25261","Devil State Derby League","Devil State","DSDL","Travel Team","Launceston, TAS, Australia","https://www.facebook.com/DevilStateDerbyLeague/info","","2012-01-01","","Womens","Australia"
"17049","Devil's Club","","","Home Team","","","4291","","2013-12-10","Womens","USA"
"9493","Devil's Darlings","","","Home Team","","","5920","","2009-12-31","Womens","USA"
"8814","Devil's Night Dames","","","Home Team","","http://detroitderbygirls.com/devilsnightdames/index.html","3392","","","Womens","USA"
"23494","Devil's Rejects","","","Home Team","","","3432","","2009-12-31","Womens","USA"
"55815","Devilish Molotovers Derby League","Molotovers","DMDL","Travel Team","Santa Maria, Rio Grande do Sul, Brazil","http://www.facebook.com/devilishmolotovers","","2012-08-06","","Womens",""
"63292","Devils Club Coed Derby","","","Exhibition Team","","","","","","Coed","USA"
"20301","Devils Rejects","","","B Team","","http://rprg.de/pages/die-league/teams.php#tabs-Rejects","11075","","2014-05-18","Womens","Europe"
"37046","Devon Clotted Screamers","Clotted Screamers","DCS","Travel Team","Barnstaple, UK","http://devonclottedscreamersrollerderby.blogspot.co.uk/","","2012-01-01","2016-02-01","Womens","Europe"
"24523","Devotchkas","","","Home Team","","","24520","","2015-06-09","Womens","Australia"
"78678","DHR Men's Roller Derby","DHR","DHRD","Travel Team","Kiel, Germany","http://rollerderbykiel.net/","","2015-01-01","","Mens","Europe"
"28446","Diablitos","","","Home Team","","","28445","","2014-03-08","Womens",""
"8990","Diamond City","Diamond City","DCSQ","Travel Team","Washington, NJ","http://www.myspace.com/dicityscreamqueens","","2007-01-01","2008-12-31","Womens","USA"
"39982","Diamond City Minors","Diamond City Minors","DCM","Travel Team","Bakersfield, CA","https://www.facebook.com/DiamondCityMinors/info","","2012-01-01","","Junior","USA"
"68797","Diamond City Roller Derby","Diamond City","DCRD","Travel Team","Yellowknife, NWT, Canada","https://www.facebook.com/diamondcityderby/info?tab=page_info","","2012-06-12","","Womens","Canada"
"66708","Diamond District","","","B Team","","","3413","2015-06-01","","Womens","USA"
"22520","Diamond Dolls","","","Home Team","","","3468","","2013-01-01","Womens","USA"
"12608","Diamond Roughcuts","","","B Team","","","12607","","","Womens","USA"
"8044","Diamond State Rollergirls","Diamond State","DSRG","Travel Team","Wilmington, DE","http://diamondstaterollergirls.com/dsrg/","","2007-01-01","","Womens","USA"
"29513","Diamond Valley Roller Derby Club","Diamond Valley","DVRDC","Travel Team","Eltham, VIC, Australia","http://www.dvrdc.org.au/","","2011-01-01","","Womens","Australia"
"27341","Diamondback Dolls","","","B Team","","","18705","","2015-05-01","Womens","USA"
"37352","Dickinson Roller Derby","Dickinson","DRD","Travel Team","Dickinson, ND","http://www.dickinsonrollerderby.com/","","2013-01-01","","Womens","USA"
"24127","Diego Rollers","","","B Team","","","15227","","2010-01-01","Womens","USA"
"13761","Dieppe Roller Derby","Hits n' Sass","DRD","Travel Team","Dieppe, NB, Canada","http://diepperollerderby.com/","","2011-01-01","2012-09-28","Womens","Canada"
"51742","Digi Dodgers Roller Derby","Digi Dodgers","DDRD","Travel Team","","","","","2014-07-20","Junior","Australia"
"21163","Diner Might Dolls","","","Home Team","","","19200","","2014-01-01","Womens","Australia"
"19864","Dirt City Roller Rats","Dirt City","DCRR","Travel Team","Victorville, CA","https://www.facebook.com/DCRRDerby?ref=ts","","2010-08-01","","Womens","USA"
"22395","Dirt Road Dolls","","","Home Team","","","13953","","2014-04-13","Womens","USA"
"10146","Dirty Diesel Darlins","","","Home Team","","","3430","","2011-12-31","Womens","USA"
"19368","Dirty Harriets","","","Home Team","","","8849","2012-09-01","","Womens","Canada"
"24186","Dirty Harriets","","","Home Team","","","3429","","2008-12-31","Womens","USA"
"79370","Dirty Jersey Roller Derby","Dirty Jersey","DJRD","Travel Team","Central New Jersey","","","2016-01-01","","Womens","USA"
"29533","Dirty Mother Truckers","","","Home Team","","https://www.facebook.com/DirtyMotherTruckers/info","10398","2013-01-01","2014-03-22","Mens","USA"
"17047","Dirty Polli's","","","Home Team","","","4291","","2013-12-31","Womens","USA"
"18439","Dirty River Roller Grrrls","Dirty River","DRRG","Travel Team","Turku, Finland","http://turkurollerderby.com/","","","","Womens","Europe"
"35620","Dirty South All-Star Roller Derby","","","Exhibition Team","","https://www.facebook.com/DirtySouthAllStars/info","","2013-05-01","","Womens","Canada"
"9413","Dirty Verde Roller Derby","Dirty Verde","DVRD","Travel Team","Cottonwood, AZ","http://www.dirtyverderollerderby.com/","","","2014-04-20","Womens","USA"
"17938","Dirty Vixens","","","Home Team","","http://www.rollerderbytoulouse.com/equipes/equipe-b-filles/","11066","","","Womens","Europe"
"46696","Dis-Orderlies","","","B Team","","","7848","","2015-07-01","Womens","USA"
"24346","Disaster City Roller Girls","Disaster City","DCRG","Travel Team","San Bernardino, CA","","","","2010-12-31","Womens","USA"
"7601","Disciples","","","B Team","","http://sacredcityderbygirls.com/teams/disciples/","3434","","","Womens","USA"
"7767","Disco Beaters","","","Home Team","","","7763","","2014-04-27","Womens","Europe"
"7970","Disco Brawlers","","","Home Team","","http://dukecityderby.com/?page_id=6","3406","","2015-11-11","Womens","USA"
"24388","Diva Derby Dolls","","","Home Team","","","14800","","2010-12-31","Womens","USA"
"88299","División del Norte Roller Derby","División del Norte","DNRD","Travel Team","Chihuahua, Mexico","https://www.facebook.com/divisiondelnorterd/","","","","Womens",""
"3435","Dixie Derby Girls","Dixie","DDG","Travel Team","Huntsville, AL","http://www.dixiederbygirls.com/","","","","Womens","USA"
"24927","Dixie Wreckers","","","Home Team","","","13618","","2013-01-01","Womens","USA"
"46282","Doc Rockets","","","Home Team","","","8105","2014-01-01","2015-03-01","Womens","USA"
"29732","Dock City Rollers","Dock City","DCR","Travel Team","Gothenburg, Sweden","http://dockcityrollers.se/","","2012-01-01","","Womens","Europe"
"55713","Dockyard Brawlers","","","B Team","","","9813","2014-08-01","","Womens","Canada"
"3645","Dockyard Derby Dames","Dockyard","DyDD","Travel Team","Tacoma, WA","http://www.dockyardderbydames.com/","","","","Womens","USA"
"30905","Dockyard Dolls","","","B Team","","","30904","","","Womens","USA"
"11185","Dogtown Rockets","","","Home Team","","","10395","","2013-01-01","Mens","USA"
"18750","Dollinquents","","","B Team","","","8729","","","Womens","Canada"
"8053","Dolls of Anarchy","","","Home Team","","http://www.cherrycityderbygirls.com/team.php?id=doa","8052","","","Womens","USA"
"8063","Dolls of Hazzard","","","Home Team","","http://www.vrdl.org/public/dolls-au-go-go","6741","","2016-01-01","Womens","Australia"
"7774","Dolly Rockit Rollers","Dolly Rockit","DRR","Travel Team","Leicestershire, UK","http://www.dollyrockitrollers.co.uk/","","","","Womens","Europe"
"19170","Dom City Dolls","Dom City","DCD","Travel Team","Utrecht, Netherlands","http://www.domcitydolls.com/","","","","Womens","Europe"
"3430","Dominion Derby Girls","Dominion","DDG","Travel Team","Virginia Beach, VA","http://www.dominionderbygirls.net","","","","Womens","USA"
"34651","Doom Swans","","","Home Team","","","17613","","2014-07-06","Mens","Europe"
"17070","Dooms Daisies","","","Home Team","","http://rockymountainrollergirls.com/skaters-and-staff/dooms-daisies/","3405","","","Womens","USA"
"7969","Dooms Dames","","","Home Team","","http://dukecityderby.com/?page_id=116","3406","","2015-11-11","Womens","USA"
"9896","Doomsday Bunnies","","","Home Team","","","9875","","","Womens","Canada"
"86987","Dorset Knobs Roller Derby","Dorset Knobs","DKRD","Travel Team","Dorset, UK","http://www.dorsetknobs.com/","","2014-10-01","","Mens","Europe"
"8939","Dorset Roller Girls","Dorset","DRG","Travel Team","Dorset, UK","http://www.facebook.com/pages/Dorset-Roller-Girls/173804386023479","","","","Womens","Europe"
"58619","Dothan Roller Derby","Dothan","DRD","Travel Team","Dothan, AL","http://www.dothanrollerderby.com/","","2014-10-08","","Womens","USA"
"7149","Double Crossers","","","Home Team","","http://www.windycityrollers.com/home-teams/double-crossers/","3410","","","Womens","USA"
"22469","Double Down","","","Home Team","","","18714","","2013-01-01","Womens","USA"
"14206","Dow Jones Average","","","B Team","","","10393","","","Mens","USA"
"60341","Down n Derby","Down n Derby","DND","Travel Team","Plainview, TX","","","2013-11-01","","Womens","USA"
"77551","Downriver Muscle","","","B Team","","","28777","2016-04-01","","Womens","USA"
"28777","Downriver Roller Dolls","Downriver","DRD","Travel Team","Woodhaven, MI","http://www.downriverrollerdollz.com/","","","","Womens","USA"
"39079","Downtown Maulers","","","Home Team","","","8140","2013-01-01","2014-10-06","Womens","USA"
"23410","Dragon City Derby Dolls","Chikos","DCDD","Travel Team","Bendigo, VIC, Australia","http://www.dragoncityderbydolls.com/index.html","","2010-03-22","","Womens","Australia"
"8912","Dragon Divas","","","Home Team","","","3422","","2010-01-01","Womens","USA"
"36276","Dread Pirate Rollers","Dread Pirate Rollers","DPR","Travel Team","Perth, WA, Australia","http://www.dreadpiraterollers.com.au/","","2011-08-04","","Womens","Australia"
"10416","Dreadnaughts Roller Derby","Dreadnaughts","DRD","Travel Team","Red Deer, AB","http://www.dreadnaughtsrollerderby.ca/","","","","Mens","Canada"
"9590","Dreadnought Dorothys","","","Home Team","","http://kcrollerwarriors.com/dorothys11.html","3407","","","Womens","USA"
"10421","Drive-By City Rollers","Drive-By City","DBCR","Travel Team","Los Angeles, CA","http://drivebycityrollers.com/","","2011-08-01","","Mens","USA"
"6383","Dropkick Donnas","","","B Team","","http://www.olyrollers.com/teams/DropkickDonnas.html","3446","","2014-04-14","Womens","USA"
"69398","Druid City Dames","Druid City","DCD","Travel Team","Tuscaloosa, AL","http://druidcitydames.com/","","2015-06-09","","Womens","USA"
"24301","Dry Heat","Dry Heat","DH","Travel Team","Tucson, AZ","","","","2011-01-01","Womens","USA"
"9085","Dub City Derby Girls","Dub City","DDDG","Travel Team","Palm Beach, FL","www.dubcityderbygirls.com    ","","2011-01-01","","Womens","USA"
"7775","Dublin Roller Derby","Dublin","DRD","Travel Team","Dublin, Ireland","http://dublinrollerderby.com/","","","","Womens","Europe"
"17950","Dublin Roller Derby B","","","B Team","","http://www.dublinrollergirls.com","7775","","","Womens","Europe"
"60243","Dublin Roller Derby C","","","B Team","","","7775","2015-02-01","","Womens","Europe"
"34566","Dublin Spitfires Roller Derby","Dublin Spitfires","DSRD","Travel Team","Dublin, Ireland","https://www.facebook.com/dublin.spitfires","","","","Womens","Europe"
"36471","Dubuque Bomb Squad","Dubuque","DBS","Travel Team","Dubuque, IA","https://www.facebook.com/DubuqueBombSquadRollerDerby/info","","2013-01-01","","Womens","USA"
"3406","Duke City Roller Derby","Duke","DCRD","Travel Team","Albuquerque, NM","http://www.dukecityderby.com/","","","","Womens","USA"
"39983","Duke City Roller Derby (Jr.'s)","Duke City Jr.","DCJR","Travel Team","Albuquerque, NM","","","","","Junior","USA"
"55435","Dulces Caníbales Roller Derby Mendoza","Dulces Caníbales","DCRDM","Travel Team","Mendoza, Mendoza, Argentina","https://www.facebook.com/DulcesCanibalesRollerDerbyMendoza/info","","2013-06-19","2015-11-12","Womens",""
"7776","Dundee Roller Girls","Dundee","DRG","Travel Team","Dundee, UK","http://dundeerollergirls.wix.com/thedrg","","","","Womens","Europe"
"18765","Dunedin Derby","Dunedin","DD","Travel Team","Dunedin, New Zealand","http://www.dunedinderby.co.nz/","","","","Womens","New Zealand"
"9962","Dunlap Darksiders Derby","Dunlap","DDD","Travel Team","Dunlap, TN","http://www.dunlapdarksidersderby.com/","","2011-01-01","2014-09-21","Womens","USA"
"11691","DuPage Derby Dames","DuPage Derby","DDD","Travel Team","Roselle, IL","http://www.dupagederbydames.com/","","2010-01-01","","Womens","USA"
"10096","Durango Roller Girls","Durango","DRG","Travel Team","Durango, CO","http://www.durangorollergirls.com/","","2009-07-01","","Womens","USA"
"19994","Durham City Rolling Angels","Durham (UK)","DCRA","Travel Team","Durham, UK","http://www.facebook.com/durhamcityrollingangels","","","","Womens","Europe"
"9803","Durham Derby Devils","","","Home Team","","http://durhamregionrollerderby.com","12105","","2015-11-11","Womens","Canada"
"12105","Durham Region Roller Derby","Durham (Canada)","DRRD","Travel Team","Durham, ON, Canada","http://durhamregionrollerderby.com","","","","Womens","Canada"
"53651","Durham Roller Derby","Durham","DRD","Travel Team","Durham, UK","http://www.durhamrollerderby.co.uk/","","2014-02-26","","Womens","Europe"
"3457","Dutchland Derby Rollers","Dutchland","DDR","Travel Team","Lancaster, PA","http://www.dutchlandrollers.com/","","","","Womens","USA"
"43115","Duval B","","","B Team","","","39022","2013-09-29","","Junior","USA"
"79274","Duval B Cherry Bomb Charmers Savannah Derby Taunts Exhibition","","","Exhibition Team","","","","2016-05-01","","Junior","USA"
"7816","Duval Derby Dames","","","Home Team","","http://www.jacksonvillerollergirls.com/duval-derby-dames-home-team/","3647","","","Womens","USA"
"9304","E-Ville Roller Derby","E-Ville","EVRD","Travel Team","Edmonton, AB, Canada","http://www.e-villerollerderby.com/","","2006-01-01","","Womens","Canada"
"26965","East Anglo Smacksons","Smacksons","EAS","Travel Team","Norwich, UK","http://www.facebook.com/EastAngloSmackSonsMensRollerDerby","","","","Mens","Europe"
"25665","East Central Roller Derby","East Central","ECRD","Travel Team","Anderson, IN","","","2010-07-01","2014-04-06","Womens","USA"
"18099","East Coast Cyclones","East Coast","ECC","Travel Team","Greystones, Ireland","https://www.facebook.com/eastcoastcyclones?soft=side-area","","","","Womens","Europe"
"62171","East Coast Derby Dolls","East Coast","ECDD","Travel Team","Gold Coast, Queensland, Australia","http://www.eastcoastderbydolls.com.au","","2013-10-01","","Womens","Australia"
"24995","East Coast Devastation","East Coast Devastation","ECD","Travel Team","Sterling, VA","http://eastcoastdevastation.com/","","2011-04-01","2012-01-01","Coed","USA"
"22085","East Coast Irregulars","","","Exhibition Team","","","","","","Womens","USA"
"8719","East End Ladies of Laceration","","","Home Team","","","3416","","2015-11-11","Womens","USA"
"12627","East Kootenay Roller Derby League","East Kootenay","EKRDL","Travel Team","East Kootenay, BC, Canada","http://www.eastkootenayrollerderby.com/","","","2014-02-17","Womens","Canada"
"15834","East Lansing Roller Derby","East Lansing","ELRD","Travel Team","East Lansing, MI","http://www.mittenmavens.net/","","","","Womens","USA"
"17152","East Penn","Crush Bunnies","EPCB","Travel Team","Matamoras, Pennsylvania ","http://www.myspace.com/eastpennrollerderby","","","2009-12-31","Womens","USA"
"36768","East Side Wheelers","East Side Wheelers","ESW","Travel Team","Indus, AB, Canada","","","2013-01-01","","Womens","Canada"
"3436","East Texas Bombers","East Texas","ETXB","Travel Team","Tyler, TX","http://www.easttexasbombers.com/","","","","Womens","USA"
"18711","East Vic Roller Derby","East Vic","EVRD","Travel Team","Bayswater, VIC, Australia","http://www.eastvicrollerderby.com/","","2011-01-01","","Womens","Australia"
